"Year","City","Violent Crime Total","Murder and Nonnegligent Manslaughter","Rape","Robbery","Aggravated Assault","Property Crime Total","Burglary","Larceny-Theft","Motor Vehicle Theft"
"2005","Memphis, TN","1,999","117","40","650","1,192","6,333","4,300","766"
"2006","Memphis, TN","2,266","119","58","772","1,317","5,883","4,023","531"
"2007","Memphis, TN","2,474","105","72","902","1,395","6,691","4,639","732"
"2008","Memphis, TN","2,572","125","53","887","1,507","7,909","5,583","700"
"2009","Memphis, TN","2,691","125","81","866","1,619","7,698","5,502","456"
"2010","Memphis, TN","2,517","77","83","800","1,557","6,786","4,569","393"
"2011","Memphis, TN","2,518","81","105","830","1,502","6,955","4,738","339"
"2012","Memphis, TN","2,537","64","103","731","1,639","6,717","4,971","254"
"2013","Memphis, TN","~","84","~","748","1,519","6,482","4,951","261"
"2014","Memphis, TN","~","68","~","727","1,273","6,412","4,892","332"
"2001","Nashville, TN","2,178","39","40","211","1,888","2,532","2,287","4"
"2002","Nashville, TN","2,330","66","30","154","2,080","2,292","2,064","3"
"2003","Nashville, TN","2,596","75","27","207","2,287","2,749","2,456","6"
"2004","Nashville, TN","2,916","91","42","215","2,568","2,779","2,385","17"
"2005","Nashville, TN","3,483","85","38","361","2,999","3,487","2,790","130"
"2006","Nashville, TN","1,851","51","30","301","1,469","2,325","1,794","136"
"2007","Nashville, TN","1,939","28","36","330","1,545","2,476","1,963","82"
"2008","Nashville, TN","2,137","35","39","390","1,673","3,002","2,506","98"
"2009","Nashville, TN","2,336","60","24","354","1,898","3,220","2,696","91"
"2010","Nashville, TN","4,758","71","41","332","4,314","4,004","3,387","116"
"2011","Nashville, TN","4,856","74","30","310","4,442","3,789","3,065","138"
"2012","Nashville, TN","5,170","99","29","434","4,608","4,363","3,696","130"
"2013","Nashville, TN","~","129","~","401","5,135","4,896","4,208","103"
"2014","Nashville, TN","~","90","~","304","4,931","4,488","3,938","120"
"2001","Arlington, TX","483","22","50","128","283","2,103","1,754","149"
"2002","Arlington, TX","609","7","96","218","288","3,384","2,773","245"
"2003","Arlington, TX","1,219","13","133","189","884","3,456","2,843","262"
"2004","Arlington, TX","1,919","12","102","153","1,652","3,285","2,819","191"
"2005","Arlington, TX","2,047","26","103","193","1,725","3,146","2,584","153"
"2006","Arlington, TX","1,873","13","129","213","1,518","2,749","2,163","157"
"2007","Arlington, TX","2,069","8","84","227","1,750","3,187","2,585","204"
"2008","Arlington, TX","2,060","24","98","255","1,683","3,559","3,011","153"
"2009","Arlington, TX","1,954","12","71","219","1,652","3,557","3,038","143"
"2010","Arlington, TX","740","7","54","151","528","3,430","2,905","138"
"2011","Arlington, TX","729","17","59","142","511","3,411","2,925","107"
"2012","Arlington, TX","847","17","82","139","609","3,278","2,798","155"
"2013","Arlington, TX","~","15","~","149","515","2,945","2,479","157"
"2014","Arlington, TX","~","10","~","135","665","3,092","2,706","117"
"2001","Dallas, TX","2,468","46","152","846","1,424","8,132","5,324","2,072"
"2002","Dallas, TX","2,227","49","144","783","1,251","7,508","4,818","1,906"
"2003","Dallas, TX","2,207","47","143","712","1,305","7,474","4,542","1,898"
"2004","Dallas, TX","2,075","43","101","701","1,230","7,006","4,392","1,685"
"2005","Dallas, TX","2,044","44","118","616","1,266","6,677","4,307","1,492"
"2006","Dallas, TX","2,132","33","104","718","1,277","6,255","4,154","1,221"
"2007","Dallas, TX","1,924","22","104","786","1,012","6,374","4,465","951"
"2008","Dallas, TX","1,972","11","100","705","1,156","6,179","4,410","716"
"2009","Dallas, TX","1,726","13","79","496","1,138","5,387","4,150","367"
"2010","Dallas, TX","1,898","17","99","451","1,331","5,344","4,112","368"
"2011","Dallas, TX","1,835","14","86","441","1,294","5,300","4,186","276"
"2012","Dallas, TX","1,775","11","92","381","1,291","5,200","4,214","253"
"2013","Dallas, TX","~","5","~","503","1,284","5,148","4,248","280"
"2014","Dallas, TX","~","8","~","324","999","4,202","3,438","281"
"2001","Houston, TX","2,385","112","143","948","1,182","10,457","9,186","267"
"2002","Houston, TX","2,594","122","187","1,116","1,169","11,160","9,882","205"
"2003","Houston, TX","2,581","99","231","1,118","1,133","10,885","9,663","160"
"2004","Houston, TX","2,630","83","249","1,126","1,172","10,995","9,707","176"
"2005","Houston, TX","2,447","138","220","964","1,125","10,252","8,883","151"
"2006","Houston, TX","2,857","141","257","1,154","1,305","10,669","9,360","85"
"2007","Houston, TX","3,003","152","230","1,328","1,293","11,315","9,988","38"
"2008","Houston, TX","3,214","128","228","1,293","1,565","11,302","10,014","14"
"2009","Houston, TX","3,641","108","227","1,480","1,826","12,866","11,318","7"
"2010","Houston, TX","3,461","136","200","1,348","1,777","13,213","11,730","19"
"2011","Houston, TX","2,974","104","168","1,164","1,538","12,118","10,729","15"
"2012","Houston, TX","3,076","93","167","1,058","1,758","11,061","9,727","15"
"2013","Houston, TX","~","106","~","1,238","1,906","10,312","9,163","6"
"2014","Houston, TX","~","122","~","1,190","1,743","8,619","7,363","248"
"2001","Corpus Christi, TX","573","14","41","133","385","2,038","1,620","232"
"2002","Corpus Christi, TX","510","13","29","148","320","2,100","1,705","222"
"2003","Corpus Christi, TX","461","14","27","111","309","2,300","1,960","184"
"2004","Corpus Christi, TX","449","13","30","127","279","2,350","2,012","154"
"2005","Corpus Christi, TX","466","7","16","109","334","2,209","1,921","118"
"2006","Corpus Christi, TX","417","11","13","111","282","2,020","1,719","147"
"2007","Corpus Christi, TX","495","10","15","148","322","1,797","1,486","114"
"2008","Corpus Christi, TX","507","10","16","135","346","2,351","1,959","139"
"2009","Corpus Christi, TX","538","11","22","116","389","2,238","1,978","90"
"2010","Corpus Christi, TX","463","8","10","91","354","2,202","1,926","78"
"2011","Corpus Christi, TX","466","4","14","118","330","2,394","2,077","69"
"2012","Corpus Christi, TX","537","7","14","124","392","2,452","2,197","90"
"2013","Corpus Christi, TX","~","21","~","75","323","2,237","1,969","115"
"2014","Corpus Christi, TX","~","23","~","96","387","2,192","1,990","85"
"2001","Laredo, TX","387","8","10","81","288","1,620","1,349","114"
"2002","Laredo, TX","354","6","8","94","246","1,575","1,357","72"
"2003","Laredo, TX","463","15","6","92","350","1,818","1,583","98"
"2004","Laredo, TX","563","20","- 1","136","407","1,764","1,491","109"
"2005","Laredo, TX","507","29","3","104","371","1,820","1,521","123"
"2006","Laredo, TX","592","22","20","159","391","1,775","1,459","107"
"2007","Laredo, TX","665","22","24","153","466","1,839","1,499","106"
"2008","Laredo, TX","565","21","16","170","358","1,785","1,479","97"
"2009","Laredo, TX","522","20","14","170","318","1,974","1,642","117"
"2010","Laredo, TX","476","5","14","126","331","1,814","1,569","112"
"2011","Laredo, TX","427","7","6","115","299","1,531","1,295","61"
"2012","Laredo, TX","477","6","8","116","347","1,827","1,546","99"
"2013","Laredo, TX","~","9","~","130","351","2,846","2,451","130"
"2014","Laredo, TX","~","14","~","136","292","2,769","2,403","132"
"2001","Plano, TX","231","7","13","40","171","1,223","1,044","83"
"2002","Plano, TX","245","3","14","47","181","1,312","1,156","65"
"2003","Plano, TX","207","2","12","46","147","1,718","1,541","65"
"2004","Plano, TX","240","5","22","41","172","1,694","1,565","36"
"2005","Plano, TX","219","2","16","28","173","1,276","1,150","36"
"2006","Plano, TX","235","2","9","44","180","1,084","951","27"
"2007","Plano, TX","198","2","15","42","139","1,296","1,186","25"
"2008","Plano, TX","212","5","15","33","159","1,159","1,040","19"
"2009","Plano, TX","139","5","5","28","101","1,573","1,434","28"
"2010","Plano, TX","144","3","10","38","93","1,294","1,201","25"
"2011","Plano, TX","136","3","3","44","86","1,213","1,123","17"
"2012","Plano, TX","111","1","13","38","59","1,279","1,164","25"
"2013","Plano, TX","~","1","~","25","69","1,091","1,008","21"
"2014","Plano, TX","~","1","~","36","73","1,138","1,076","14"
"2001","San Antonio, TX","943","31","67","373","472","3,219","2,359","100"
"2002","San Antonio, TX","762","41","3","258","460","4,524","3,728","231"
"2003","San Antonio, TX","1,129","57","11","402","659","6,774","5,554","383"
"2004","San Antonio, TX","1,335","81","7","462","785","8,484","7,008","614"
"2005","San Antonio, TX","1,527","62","13","535","917","8,331","6,867","554"
"2006","San Antonio, TX","1,613","65","19","583","946","8,815","7,209","687"
"2007","San Antonio, TX","1,738","80","14","623","1,021","9,979","8,428","650"
"2008","San Antonio, TX","2,078","95","89","760","1,134","11,302","9,537","688"
"2009","San Antonio, TX"
"2010","San Antonio, TX","2,026","70","128","762","1,066","9,966","8,434","344"
"2011","San Antonio, TX","1,936","61","116","690","1,069","10,232","8,830","168"
"2012","San Antonio, TX","1,885","62","163","660","1,000","10,005","8,749","60"
"2013","San Antonio, TX","~","57","~","624","1,001","8,564","7,538","18"
"2014","San Antonio, TX","~","81","~","505","868","9,286","8,408","5"
"2001","Austin, TX","850","20","43","203","584","4,143","3,682","88"
"2002","Austin, TX","887","16","33","285","553","4,665","4,069","134"
"2003","Austin, TX","540","15","- 1","130","395","2,077","1,792","4"
"2004","Austin, TX","1,073","36","- 1","341","696","5,083","4,580","16"
"2005","Austin, TX","1,149","39","3","314","793","4,894","4,261","14"
"2006","Austin, TX","1,193","23","- 1","340","830","4,863","4,271","7"
"2007","Austin, TX","1,240","35","4","362","839","5,217","4,555","6"
"2008","Austin, TX","1,313","21","- 1","330","962","5,701","4,975","8"
"2009","Austin, TX","1,254","18","1","342","893","5,827","5,220","8"
"2010","Austin, TX","1,122","24","- 1","309","789","5,392","4,789","3"
"2011","Austin, TX","974","21","- 1","222","731","5,404","4,795","2"
"2012","Austin, TX","984","27","1","195","761","5,015","4,378","5"
"2013","Austin, TX","~","25","~","196","830","4,142","3,532","6"
"2014","Austin, TX","~","18","~","232","748","4,639","4,050","12"
"2001","Fort Worth, TX","1,100","40","88","353","619","5,264","4,218","457"
"2002","Fort Worth, TX","1,184","59","106","323","696","6,349","4,908","692"
"2003","Fort Worth, TX"
"2004","Fort Worth, TX","1,107","48","82","334","643","6,214","4,936","550"
"2005","Fort Worth, TX"
"2006","Fort Worth, TX","893","25","79","234","555","4,080","3,269","205"
"2007","Fort Worth, TX","1,245","29","89","337","790","5,166","4,171","280"
"2008","Fort Worth, TX","1,498","43","122","475","858","5,545","4,393","295"
"2009","Fort Worth, TX","1,379","44","100","432","803","5,982","4,847","241"
"2010","Fort Worth, TX","1,255","43","99","416","697","5,586","4,623","241"
"2011","Fort Worth, TX","1,164","32","62","351","719","5,072","4,269","187"
"2012","Fort Worth, TX","1,227","40","115","365","707","5,145","4,393","154"
"2013","Fort Worth, TX","~","43","~","412","747","6,079","5,256","176"
"2014","Fort Worth, TX","~","54","~","340","794","6,157","5,358","180"
"2001","El Paso, TX","1,787","23","48","322","1,394","3,884","3,321","88"
"2002","El Paso, TX","1,626","14","83","265","1,264","4,087","3,424","123"
"2003","El Paso, TX","1,389","20","61","249","1,059","3,713","3,177","91"
"2004","El Paso, TX","1,391","11","51","330","999","3,784","3,137","91"
"2005","El Paso, TX","976","16","78","173","709","3,735","3,208","92"
"2006","El Paso, TX","812","9","47","218","538","3,139","2,558","136"
"2007","El Paso, TX","961","25","72","232","632","3,750","3,113","160"
"2008","El Paso, TX","1,099","22","54","249","774","4,561","3,825","96"
"2009","El Paso, TX","947","17","45","196","689","4,564","3,904","78"
"2010","El Paso, TX","980","4","54","214","708","4,598","3,968","70"
"2011","El Paso, TX","1,031","12","74","238","707","3,919","3,390","46"
"2012","El Paso, TX","997","20","44","229","704","4,235","3,642","60"
"2013","El Paso, TX","~","10","~","235","629","4,265","3,727","34"
"2014","El Paso, TX","~","20","~","263","668","3,912","3,359","41"
"2001","Virginia Beach, VA","254","12","22","118","102","1,865","1,602","87"
"2002","Virginia Beach, VA","200","2","17","65","116","1,862","1,506","80"
"2003","Virginia Beach, VA","253","13","18","113","109","2,151","1,668","91"
"2004","Virginia Beach, VA","331","12","16","150","153","2,297","1,878","96"
"2005","Virginia Beach, VA","338","24","15","171","128","2,066","1,546","140"
"2006","Virginia Beach, VA","495","21","17","223","234","2,130","1,696","73"
"2007","Virginia Beach, VA","375","16","14","189","156","2,182","1,720","50"
"2008","Virginia Beach, VA","377","10","18","185","164","2,376","1,908","69"
"2009","Virginia Beach, VA","363","24","7","177","155","2,324","1,910","53"
"2010","Virginia Beach, VA","296","12","17","133","134","2,649","2,147","90"
"2011","Virginia Beach, VA","332","15","20","167","130","2,710","2,273","53"
"2012","Virginia Beach, VA","401","22","20","148","211","2,593","2,212","36"
"2013","Virginia Beach, VA","~","22","~","170","194","2,436","2,106","55"
"2014","Virginia Beach, VA","~","11","~","133","200","2,141","1,898","32"
"2001","Seattle, WA"
"2002","Seattle, WA","452","6","45","199","202","3,939","3,440","310"
"2003","Seattle, WA"
"2004","Seattle, WA","542","9","44","277","212","4,363","3,836","239"
"2005","Seattle, WA","598","5","24","298","271","3,799","3,341","199"
"2006","Seattle, WA","859","27","97","423","312","4,564","3,476","516"
"2007","Seattle, WA","913","31","121","433","328","4,602","3,654","389"
"2008","Seattle, WA","631","3","27","339","262","2,558","1,993","203"
"2009","Seattle, WA","1,037","1","27","470","539","3,742","3,123","222"
"2010","Seattle, WA","1,129","6","14","431","678","3,486","2,788","180"
"2011","Seattle, WA"
"2012","Seattle, WA","1,379","10","36","370","963","2,669","2,077","104"
"2013","Seattle, WA","~","3","~","451","943","3,296","2,578","184"
"2014","Seattle, WA","~","12","~","423","932","2,761","2,103","212"
